,image_path,label
42,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-48.jpg,0
43,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-49.jpg,0
44,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-5.jpg,0
45,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-50.jpg,0
46,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-51.jpg,0
47,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-52.jpg,0
48,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-53.jpg,0
49,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-54.jpg,0
50,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-55.jpg,0
51,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-56.jpg,0
52,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-57.jpg,0
53,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-58.jpg,0
54,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-59.jpg,0
55,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-6.jpg,0
56,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-60.jpg,0
57,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-61.jpg,0
58,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-62.jpg,0
59,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-63.jpg,0
60,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-64.jpg,0
61,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-65.jpg,0
62,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-66.jpg,0
63,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-67.jpg,0
64,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-68.jpg,0
65,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-69.jpg,0
66,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-7.jpg,0
67,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-70.jpg,0
68,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-71.jpg,0
69,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-72.jpg,0
70,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-73.jpg,0
71,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-74.jpg,0
72,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-75.jpg,0
73,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-76.jpg,0
74,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-77.jpg,0
75,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-78.jpg,0
76,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-79.jpg,0
77,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-8.jpg,0
78,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-80.jpg,0
79,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_1-9.jpg,0
80,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-1.jpg,0
81,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-10.jpg,0
82,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-11.jpg,0
83,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-12.jpg,0
84,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-13.jpg,0
85,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-14.jpg,0
86,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-15.jpg,0
87,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-16.jpg,0
88,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-17.jpg,0
89,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-18.jpg,0
90,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-19.jpg,0
91,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-2.jpg,0
92,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-20.jpg,0
93,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-21.jpg,0
94,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-22.jpg,0
95,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-23.jpg,0
96,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-24.jpg,0
97,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-25.jpg,0
98,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-26.jpg,0
99,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-27.jpg,0
100,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-28.jpg,0
101,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-29.jpg,0
102,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-3.jpg,0
103,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-30.jpg,0
104,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-31.jpg,0
105,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-32.jpg,0
106,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-33.jpg,0
107,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-34.jpg,0
108,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-35.jpg,0
109,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-36.jpg,0
110,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-37.jpg,0
111,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-38.jpg,0
112,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-39.jpg,0
113,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-4.jpg,0
114,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-40.jpg,0
115,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-41.jpg,0
116,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-42.jpg,0
117,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-43.jpg,0
118,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-44.jpg,0
119,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-45.jpg,0
120,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-46.jpg,0
121,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-47.jpg,0
122,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-48.jpg,0
123,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-49.jpg,0
124,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-5.jpg,0
125,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-50.jpg,0
126,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-51.jpg,0
127,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-52.jpg,0
128,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-53.jpg,0
129,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-54.jpg,0
130,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-55.jpg,0
131,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-56.jpg,0
132,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-57.jpg,0
133,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-58.jpg,0
134,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-59.jpg,0
135,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-6.jpg,0
136,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-60.jpg,0
137,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-61.jpg,0
138,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-62.jpg,0
139,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-63.jpg,0
140,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-64.jpg,0
141,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-65.jpg,0
142,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-66.jpg,0
143,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-67.jpg,0
144,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-68.jpg,0
145,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-69.jpg,0
146,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-7.jpg,0
147,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-70.jpg,0
148,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-71.jpg,0
149,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-72.jpg,0
150,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-73.jpg,0
151,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-74.jpg,0
152,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-75.jpg,0
153,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-76.jpg,0
154,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-77.jpg,0
155,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-78.jpg,0
156,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-79.jpg,0
157,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-8.jpg,0
158,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-80.jpg,0
159,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_10-9.jpg,0
160,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-1.jpg,0
161,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-10.jpg,0
162,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-11.jpg,0
163,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-12.jpg,0
164,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-13.jpg,0
165,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-14.jpg,0
166,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-15.jpg,0
167,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-16.jpg,0
168,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-17.jpg,0
169,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-18.jpg,0
170,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-19.jpg,0
171,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-2.jpg,0
172,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-20.jpg,0
173,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-21.jpg,0
174,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-22.jpg,0
175,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-23.jpg,0
176,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-24.jpg,0
177,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-25.jpg,0
178,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-26.jpg,0
179,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-27.jpg,0
180,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-28.jpg,0
181,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-29.jpg,0
182,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-3.jpg,0
183,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-30.jpg,0
184,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-31.jpg,0
185,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-32.jpg,0
186,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-33.jpg,0
187,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-34.jpg,0
188,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-35.jpg,0
189,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-36.jpg,0
190,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-37.jpg,0
191,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-38.jpg,0
192,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-39.jpg,0
193,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-4.jpg,0
194,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-40.jpg,0
195,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-41.jpg,0
196,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-42.jpg,0
197,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-43.jpg,0
198,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-44.jpg,0
199,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-45.jpg,0
200,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-46.jpg,0
201,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-47.jpg,0
202,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-48.jpg,0
203,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-49.jpg,0
204,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-5.jpg,0
205,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-50.jpg,0
206,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-51.jpg,0
207,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-52.jpg,0
208,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-53.jpg,0
209,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-54.jpg,0
210,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-55.jpg,0
211,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-56.jpg,0
212,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-57.jpg,0
213,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-58.jpg,0
214,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-59.jpg,0
215,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-6.jpg,0
216,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-60.jpg,0
217,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-61.jpg,0
218,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-62.jpg,0
219,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-63.jpg,0
220,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-64.jpg,0
221,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-65.jpg,0
222,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-66.jpg,0
223,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-67.jpg,0
224,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-68.jpg,0
225,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-69.jpg,0
226,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-7.jpg,0
227,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-70.jpg,0
228,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-71.jpg,0
229,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-72.jpg,0
230,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-73.jpg,0
231,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-74.jpg,0
232,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-75.jpg,0
233,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-76.jpg,0
234,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-77.jpg,0
235,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-78.jpg,0
236,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-79.jpg,0
237,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-8.jpg,0
238,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-80.jpg,0
239,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_11-9.jpg,0
240,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-1.jpg,0
241,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-10.jpg,0
242,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-11.jpg,0
243,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-12.jpg,0
244,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-13.jpg,0
245,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-14.jpg,0
246,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-15.jpg,0
247,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-16.jpg,0
248,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-17.jpg,0
249,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-18.jpg,0
250,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-19.jpg,0
251,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-2.jpg,0
252,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-20.jpg,0
253,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-21.jpg,0
254,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-22.jpg,0
255,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-23.jpg,0
256,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-24.jpg,0
257,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-25.jpg,0
258,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-26.jpg,0
259,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-27.jpg,0
260,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-28.jpg,0
261,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-29.jpg,0
262,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-3.jpg,0
263,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-30.jpg,0
264,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-31.jpg,0
265,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-32.jpg,0
266,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-33.jpg,0
267,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-34.jpg,0
268,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-35.jpg,0
269,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-36.jpg,0
270,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-37.jpg,0
271,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-38.jpg,0
272,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-39.jpg,0
273,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-4.jpg,0
274,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-40.jpg,0
275,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-41.jpg,0
276,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-42.jpg,0
277,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-43.jpg,0
278,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-44.jpg,0
279,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-45.jpg,0
280,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-46.jpg,0
281,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-47.jpg,0
282,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-48.jpg,0
283,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-49.jpg,0
284,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-5.jpg,0
285,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-50.jpg,0
286,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-51.jpg,0
287,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-52.jpg,0
288,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-53.jpg,0
289,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-54.jpg,0
290,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-55.jpg,0
291,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-56.jpg,0
292,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-57.jpg,0
293,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-58.jpg,0
294,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-59.jpg,0
295,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-6.jpg,0
296,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-60.jpg,0
297,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-61.jpg,0
298,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-62.jpg,0
299,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-63.jpg,0
300,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-64.jpg,0
301,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-65.jpg,0
302,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-66.jpg,0
303,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-67.jpg,0
304,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-68.jpg,0
305,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-69.jpg,0
306,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-7.jpg,0
307,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-70.jpg,0
308,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-71.jpg,0
309,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-72.jpg,0
310,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-73.jpg,0
311,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-74.jpg,0
312,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-75.jpg,0
313,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-76.jpg,0
314,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-77.jpg,0
315,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-78.jpg,0
316,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-79.jpg,0
317,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-8.jpg,0
318,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-80.jpg,0
319,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_12-9.jpg,0
320,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-1.jpg,0
321,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-10.jpg,0
322,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-11.jpg,0
323,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-12.jpg,0
324,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-13.jpg,0
325,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-14.jpg,0
326,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-15.jpg,0
327,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-16.jpg,0
328,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-17.jpg,0
329,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-18.jpg,0
330,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-19.jpg,0
331,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-2.jpg,0
332,/home/irene/ISEF-Project-2023/Data/Alta Murgia/1_13-20.jpg,0
